id,spoken_words
596,"Marge, if I spend any more time doing these girl things, I'm gonna -- you know -- go fruity. No, you were right the first time with that quick fix idea. Let's see, quick fix, quick fix. Ah, I'll buy her that pony she's always bugging me for."
597,"Marge, with today's gasoline prices, we can't afford not to buy a pony."
598,"Marge, I've got to get her a pony. When I look in Lisa's eyes, I don't see love anymore."
599,"See, even when you yell at me, I can see love in your eyes."
600,"Ha ha, you love me."
601,"Yeah, yeah, yeah."
602,Mm.
603,Buh.
604,Sneh.
605,"Excuse me, do you sell ponies?"
606,"""Scot-tish deer-hound."" Hey, this is a dog!"
607,"Now lady, I'm buying this pony for my little girl, and I don't care what it costs."
608,Half a million dollars?!
609,Wow!
610,I'll take it!
611,"Uh, sure... let me write you a check."
612,Is there a problem with that?
613,Isn't there like a pound where you can pick up cheap ponies that ran away from home?
614,I-I'd like to borrow five thousand dollars.
615,"Mr. Burns, you do this personally?"
616,U-su-ry?
617,I want to buy a pony.
618,No. I need to get it for my little girl because she doesn't love me any more.
619,Sorry.
620,Of course.
621,"Simpson, you've done it again."
622,Sounds like someone's angling for a pony of her own.
623,Because she stopped loving me.
624,I know you love me. So you don't get squat. Hee hee hee hee.
625,I've got it all figured out. By day it will roam free around the neighborhood. And at night it will nestle snugly between the cars in our garage.
626,"That's for the courts to decide. Marge, she loves me."
627,Stable? That sounds expensive.
628,This is what love costs a month?
629,Oh nuts.
630,I was hoping it'd be money.
631,"Well you know, we're always buying Maggie vaccinations for diseases she doesn't even have."
632,"Nah, we're not gonna be doing that."
633,"First you didn't want me to get the pony. Now, you want me to take it back. Make up your mind."
634,"Marge, Lisa loves me, the pony stays."
635,"Fine, I will. There's plenty of money out there for a guy who's willing to work for it."
636,Do you have any jewelry you don't need anymore?
637,Need money. Need money.
638,"One Scratch-for-Cash, please."
639,"Liberty Bell... Two Liberty Bells... come on, come on, come on... Oh. Yes! Whoo-hoo! Three Liberty Bells! That'll be TEN thousand dollars, Apu."
640,Thank you.
641,There it is.
642,No.
643,No! No!
644,No! You can't see... come on!
645,No!
646,Let go. You're ripping it.
647,Ohh... I need money.
648,You're looking for help?
649,I'm your man!
650,Woo-hoo!
651,...Badge of honor.
652,But I eat... Oh.
653,"Heh heh, the perfect crime."
654,"Marge, could we go in the other room? I did something last night I'm not proud of and I don't want the kids to hear it."
655,"I'll work form midnight to eight, come home, sleep for five minutes, eat breakfast, sleep six more minutes, shower, then I have ten minutes to spend as I please. Then I'm off to the power plant, fresh as a daisy."
656,Mmm... salty.
657,No sir.
658,Yes sir.
659,I don't know. How long do horses live?
660,Mustn't sleep. Must monitor core.
661,Y'ello.
662,Thanks. When is she gonna stop loving me?
663,Going for... eight hour walk.
664,Homer sleep now.
665,"Coming right up, sir."
666,"Yes, sir."
667,"Yes I do. You see Lisa, grownups have a thing called money..."
668,You did?
669,"Oh no! What is it, a hippopotamus!"
670,Awww.
671,Apu. You can take this job and re-staff it!
672,That baby changed our lives.
673,Oooooh! That's one clean tombstone.
674,In the garage.
675,"Yeah, give us a break, Doctor."
676,"If stuff starts flying, just turn your head."
677,"Okay, okay, calm down."
678,"Okay, I will. I will."
679,"Patty, Selma, what a pleasant surprise."
680,"... Expiration date: June, 1999... Uh, 2012, yeah."
681,Shh! They'll hear you.
682,I don't know. Some guy I guess.
683,"Oh sure, great idea. I'd love to -- Did you hear that?"
684,How much?
685,"What's the quickest, cheapest, easiest way to do something with you?"
686,Anything for my little girl.
687,Bart! You can't weld with such a little flame. Stupid kid.
688,"Ooooooh, McBain."
689,Why? I just saw the best part.
690,"Oooh, ""Death by Knockout,"" ""Blood on the Ice"" Oh, oh... ""Football's Greatest Injuries"". Lisa, we're going."
691,Just grab something. All these movies are great.
692,"Oh great, you made me miss Joe Theisman."
693,Oh Marge.
694,"Uh, let's see, Bart's friends... Well, there's the fat kid with the thing... uh... the little wiener who's always got his hands in his pockets."
695,Okay. Hank.
696,Hank... Jones.
697,Steve McQueen.
698,Next.
699,"Well, he's always chewing on that phone cord."
700,Then he has no hobbies.
701,Bart!... BART!!!
702,"You don't have any hobbies, do you boy?"
703,"Well, that's what I... Wait a minute. What are you doing?"
704,"Oh, that's a hobby!"
705,"Oh, my God. I don't know jack about my boy... I'm a bad father!"
706,I'm also fat!
707,I'm Homer Simpson. I just took your test. I got a zero.
708,"Goodbye, son."
709,"Ho, ho... if he's as smart as he is funny, I'm sold."
710,"Well, that's easy for you to say, you preachy egg-headed institute guy. How much do you see your son?"
711,Huh?
712,"Oh, how I envy you!"
713,I've never been afraid of a little hard work.
714,What boy?
715,"Well, he is building a soapbox derby racer."
716,Bart!... I'm gonna help you build that racer.
717,"Okay. No, I'm gonna do it."
718,But you can use me. I'm good. I've built a lot of things around the house... The spice rack... The birdfeeder... The gymboree.
719,"What was that? Ah, who cares. Son, please let me help you."
720,Oh this isn't working at all. It's hopeless... Wait a second.
721,"Hmm... ""Cosby's first law of intergenerational perversity: No matter what you tell your child to do, he will always do the opposite."" Huh?"
722,"Oh, that sounds too complicated."
723,"All right, I will! Son, I don't think you should let me help you."
724,"Thank you, Bill Cosby, you saved the Simpsons!"
725,"You know, Marge, that Bart of ours is a little miracle. His winning smile, his button nose, his fat little stomach, his face alight with wholesome mischief... He reminds me of me before the weight of the world crushed my spirit."
726,"I like our chances, son."
727,This is my son and if he doesn't want to wear one you can't make him!
728,"Loser-mobile... heh, heh ... wait a minute!"
729,Are you nervous son?
730,"Okay Bart, we've got a lot of work to do on that car. So, I'm gonna pull you out of school for the next couple of weeks..."
731,"Bart, the car had a few bugs in it, I admit that. But we're Team Simpson."
732,When did I ever teach you that?
733,"Don't be, no. Go ahead, leave me. Go on, go on and win. No, go on and win without your dad."
734,"I'll just sit here in ""Li'l Lightnin'"" -- which the Simpsons built -- and remember that for one brief shining moment, I had a son."
735,Ow.
736,Why? What's wrong?
737,"Oh, sure, I'll take you, wait with you, worry about you, and then you'll ride home with someone who has a faster car. This is how you get your kicks, isn't it, Lisa?"
738,"Dr. Hibbert, Lisa needs a. You! Homewrecker!"
739,No!
740,"I'm not pouting, you are."
741,Sorry.
742,No. Can't think of a thing.
743,Leave me alone.
744,"Name your son's hobbies. Building a soapbox racer... ""Name your child's friends."" Martin... Martin! I'll curse that name 'til the day I die... Huh? ""Who is your son's heroe?""..."
745,Three-time Soapbox Derby Champion Ronnie Beck!
746,"Wow, I'm one question away from being a perfect father. ""Name another dad you talked to about parenting."""
747,Shut up Flanders. Flanders!
748,"Flanders, Flanders, uh, uh, when should a boy start dating?"
749,"Great, thanks."
750,"I talked to Flanders about parenting. I'm a perfect father. Hold on, son, I'm-a coming!"
751,"Do it for your old man, boy!"
752,"No, son, you earned it."
753,"That's my boy. Nyah-nyah, nyah, nyah-nyah-nyah!"
754,"Wow, infotainment."
755,He's not so fat.
756,"Bart, why are you still up?"
757,"Boy, they've got better things to talk about than you. Sheesh, what an ego."
758,"What is it, boy?"
759,"Is anything the matter, my son? Talk to me, young man."
760,"Say your name? Why should I do that, my lad?"
761,"You spoke while you were jinxed so I get to punch you in the arm. Sorry, it's the law. Heh, heh."
762,Run for it boy!
763,That's it. I'm outta here.
764,"What's the matter, Moe?"
765,"Yeah, things are tough all over."
766,Could I get a beer?
767,"Hey, I know a good drink. Really hits the spot. I invented it myself..."
768,One night Marge's beastly sisters were showing slides from their latest vacation.
769,"As I stared up at that hairy yellow drumstick, I knew I needed a drink."
770,"Patty, Selma, would you excuse me for a moment?"
771,I decided to mix the little bits that were left in every liquor bottle.
772,In my haste I had grabbed a bottle of the kids' cough syrup.
773,It passed the first test: I didn't go blind.
774,"I don't know the scientific explanation, but fire made it good."
775,"A ""Flaming Homer""."
776,"Hey Moe, you got any cough syrup?"
777,Try lighting it on fire.
778,"Well, it's called a ""Flaming..."
779,"Moe, I haven't seen the place this crowded since the government cracked down on you for accepting food stamps. Do you think my drink had something to do with it?"
780,Why yes I --
781,I'll tell you what's wrong. That rotten Moe is getting rich off a recipe i gave him!
782,Take that off this second!
783,"Nah... Marge, I'm too upset to eat -- I think I'll go to Moe's. ."
784,I need to talk to Moe.
785,I didn't even tell you my name.
786,Homer Simpson.
787,But--
788,Barney?
789,You're my kid's teacher!
790,No!
791,Get away from me.
792,"Hey, Moe?"
793,"I'd rather have a ""Flaming Homer""."
794,"How could you do this to me, Moe? This bar was going under and it was the drink I invented that saved it."
795,"If there was any justice, my face would be on a bunch of crappy merchandise."
796,"Business, eh? Well let me tell you something. You just lost yourself a customer!"
797,"I said, you just lost yourself a customer!"
798,You just lost yourself a customer.
799,"You just lost yourself a customer, Moe!"
800,You just lost yourself a customer.
801,You just lost yourself a customer.
802,"Ah, my new watering hole."
803,A beer?
804,Can I have a clean glass?
805,Stupid Moe... non-inventing... recipe stealing... pug-nosed...
806,"Oooh! Look at me, I'm making people happy. I'm the Magical Man from Happyland in a gum drop house on Lollipop Lane!"
807,"Oh, by the way, I was being sarcastic."
808,Moe... Moe... Moe...
809,Moe... Moe... Moe.
810,"Moe, Moe, Moe, Moe, Moe, Moe, Moe..."
811,"Fools! You poor, pathetic, misguided creatures, choking down your Flaming Moe's. All the time wondering, ""How does he do it?"" Well, I'm going tell you. The secret ingredient is..."
812,"Cough syrup. Nothing but plain, ordinary, over the counter children's cough syrup!"
813,"Hi, Moe. Where's that waitress of yours?"
814,"Moe, sorry I lost you hundreds of thousands of dollars."
815,I guess so.
816,"Ahh. Thanks, Moe. You're the greatest friend a guy could ever have."
817,"Hey, do you think Aerosmith will be in tonight?"
818,"Oh, what do they want!"
819,It's not fair!
820,Uh-huh.
821,"Ooh, that's a lot of money."
822,"Uh, Mr. Smithers, do you have change for a dollar?"
823,Homer Simpson here.
824,I own stock?
825,"So uh, how much did it go up?"
